OLMo-7B-0724-Instruct-hf	Mistral-7B-Instruct-v0.3	Llama-3.2-3B-Instruct	gemma-2-9b-it	Qwen2.5-3B-Instruct	Qwen2.5-3B	DeepSeek-R1-Distill-Qwen-1.5B	Right-FT-Llama-3.1-8B-Instruct-DPO
2.2465709351716368	0.6814001738835647	1.6901037294068355		1.450243965864273	2.260477088416287	1.7956964256814774	2.009961073027849
1.9617905144562964	1.9185846354144647	1.6624470859432234		1.1417283966194178	2.076955757130428	1.8479575946292126	2.2848281586888803
2.134478954925585	2.24179150210567	1.6620229781532811		1.972785431625711	2.2324656284121907	2.24472779828721	1.9650932117637416
2.0141888396543832	1.6605241749806179	1.5183607237508319		2.2966531237464136	2.1188621247799033	1.994748757631846	2.276716440646595
2.23894329835999	2.162158115049734	2.065112912534623		2.1498916088147664	2.1574990198532955	2.0652899397430464	1.4670327401427632
1.9268766699927748	1.8892859112151046	1.282207447390065		1.4321828335897153	2.1692945982997762	1.9687088734194913	1.6574242617305817
1.6063007712295578	1.7960810938713054	1.8676842128033877		2.1532815870113815	2.1952724494022267	1.8633249952690822	2.2924926446438154
0.49941924777600355	1.9191861432455108	1.931660219950372		1.5919907819345178	2.218774259792435	2.1788710679461296	2.0369734865174194
1.9717877525502847	1.4943884598360617	1.403483143957221		2.1279281957148894	1.6717451157810304	1.5882282025048697	2.275281615437799
2.2250649933967193	2.090435837177343	1.8240508177120949		2.1660100218055502	2.259360297346719	2.1025612651327905	2.0101772735061987
1.9970789588469415	1.9288031273122523	1.932469859064546		1.8489510449513964	2.0302923298010205	2.132782103435116	2.2897672896449035
2.2010948164382116	2.1443415055707558	2.0103920719007227		1.974938225561874	2.1398388743167613	2.128654341587164	2.2926334676142974
1.9779843857497645	1.7133714527574022	1.4072891803900633		1.3444386188217152	2.136608776001965	1.5188201163878192	2.131127946765692
1.5260246997627014	0.3768507864204732	2.1055364510836942		1.4364471839666804	2.102184165189059	0.9425070526752497	2.1410983948002014
2.183528583377486	0.4077724035287129	1.707160859023794		1.3799974867976987	2.2647197176618614	2.258932413740779	2.1758200846253555
2.0510570244772692	0.7289252856102646	2.155743170121322		1.643829490170449	1.7256479598269103	2.232432733220043	1.8931352447120593
2.2019654786628347	2.136217874423188	2.0761715995925725		1.9985085371456464	2.1248972263509116	2.127048106838653	2.0087906315658763
1.8810710995231594	2.2781873858964774	1.7885019195887		1.837546580211646	2.16926104330155	2.236217480682886	2.2873762891920184
2.2033864039641466	1.9758246779503503	0.6493547355681673		2.1642050999521407	2.1677538860286765	2.2349028097034345	1.4007347521824487
