OLMo-7B-0724-Instruct-hf	Mistral-7B-Instruct-v0.3	Llama-3.2-3B-Instruct	gemma-2-9b-it	Qwen2.5-3B-Instruct	Qwen2.5-3B	DeepSeek-R1-Distill-Qwen-1.5B	Right-FT-Llama-3.1-8B-Instruct-DPO
13.078841209411621	13.837563514709473	38.14588928222656	32.09928894042969	35.68586349487305	24.269054412841797	88.89393615722656	375.4136962890625
22.14564323425293	18.876733779907227	58.660037994384766	46.5467643737793	50.68849563598633	37.640769958496094	118.84024047851562	1201.9488525390625
13.781242370605469	13.744484901428223	31.298328399658203	25.056421279907227	25.891706466674805	19.544700622558594	54.940399169921875	297.6418151855469
22.283266067504883	16.901020050048828	48.981624603271484	40.670101165771484	40.96471405029297	32.29079818725586	109.56552124023438	363.3075866699219
10.502179145812988	9.4899263381958	22.792282104492188	16.822891235351562	22.831926345825195	14.52787971496582	55.55466079711914	118.56549835205078
9.841197967529297	12.473320960998535	28.085359573364258	23.66881561279297	23.503511428833008	18.1567440032959	46.750457763671875	110.34490203857422
15.044509887695312	12.620111465454102	37.084197998046875	26.759963989257812	35.634334564208984	25.298307418823242	54.31513977050781	263.6550598144531
12.3429536819458	12.923563003540039	35.73191452026367	28.56580352783203	34.291297912597656	24.596004486083984	75.56765747070312	355.5453796386719
23.93825340270996	16.5811824798584	43.63311767578125	50.56694793701172	44.72244644165039	31.407724380493164	70.6326904296875	343.6430358886719
20.566312789916992	21.157371520996094	68.37384033203125	49.50986099243164	46.24209213256836	34.83199691772461	85.1766586303711	1221.1627197265625
16.03479766845703	12.523429870605469	27.089126586914062	21.536678314208984	24.933351516723633	19.0595703125	36.838722229003906	142.5818328857422
17.914382934570312	16.507505416870117	62.38462829589844	52.61335754394531	58.218563079833984	36.81772232055664	149.97198486328125	694.4892578125
14.373085021972656	13.478218078613281	33.572120666503906	26.68353271484375	31.198732376098633	22.55533790588379	50.74638366699219	357.3047790527344
16.503704071044922	15.004457473754883	53.208396911621094	46.5582275390625	37.94612121582031	26.902236938476562	92.09920501708984	570.280029296875
22.50706672668457	19.055116653442383	55.421119689941406	56.237911224365234	62.69614028930664	38.33913803100586	154.61936950683594	303.38641357421875
17.1420841217041	12.754311561584473	36.22139358520508	44.06277084350586	39.52373504638672	26.11244010925293	77.61767578125	161.47720336914062
14.007073402404785	15.758414268493652	40.37778091430664	25.651044845581055	30.53630828857422	21.806901931762695	60.19731140136719	282.7933044433594
29.194332122802734	21.938995361328125	60.38149642944336	56.277957916259766	73.75000762939453	46.86212158203125	134.3285369873047	581.4271240234375
17.339962005615234	15.397156715393066	40.191078186035156	45.128684997558594	40.69881057739258	31.142236709594727	81.73084259033203	377.3741455078125
